,player_position,average_rating,total_game_played,started_game_percentage,minute_per_game,goals_per_game,assist_per_game,dribbled_per_game,pourcentage passes,balls_recovered_per_game,possession_won,tackles_per_game,interception_per_game,clean_sheets,saves,goals_conceded,number_match_called_up,number_match_started,player_status,national_team,player_market_value,league_ranking,player_name_sofascore,player_name_transfer_market,player_team,player_league
278,M,7.12,41.0,0.73,68.68,0.12,0.07,0.93,90.66,0.0,0.43,2.19,1.47,0.0,0.0,0.0,0.83,0.58,line-up,france 2020,30.0,4.0,Adrien Rabiot,Adrien Rabiot,Juventus,Serie A
279,M,6.81,14.0,0.5,51.57,0.0,0.07,0.37,86.43,0.0,0.37,0.81,1.09,0.0,0.0,0.0,0.58,0.42,line-up,france 2020,55.0,1.0,N'Golo Kanté,N'Golo Kanté,Chelsea,Premier League
280,M,6.97,35.0,0.57,44.83,0.03,0.11,0.48,85.54,0.0,0.23,0.99,0.31,0.0,0.0,0.0,0.33,0.17,called-up,france 2020,25.0,2.0,Thomas Lemar,Thomas Lemar,Atlético Madrid,LaLiga
281,M,7.01,39.0,0.82,70.44,0.03,0.05,1.17,89.21,0.0,0.55,2.67,0.78,0.0,0.0,0.0,0.33,0.08,not-called-up,france 2020,55.0,6.0,Eduardo Camavinga,Eduardo Camavinga,Stade Rennais,Ligue 1
282,M,6.9,42.0,0.79,62.07,0.07,0.1,0.69,86.12,0.0,0.27,1.32,0.49,0.0,0.0,0.0,0.17,0.08,not-called-up,france 2020,50.0,1.0,Tanguy Ndombélé,Tanguy Ndombélé,Tottenham,Premier League
283,M,6.88,30.0,0.77,60.0,0.23,0.1,0.6,86.0,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.17,0.08,not-called-up,france 2020,42.0,6.0,Houssem Aouar,Houssem Aouar,Olympique Lyon,Ligue 1
284,M,7.02,40.0,0.78,68.5,0.2,0.12,0.57,84.25,0.0,0.6,1.15,0.72,0.0,0.0,0.0,0.0,0.0,called-up,croatia 2020,3.0,22.0,Luka Ivanušec,Luka Ivanusec,Dinamo Zagreb,SuperSport HNL
285,M,6.33,7.0,0.29,27.14,0.0,0.0,1.54,66.29,0.0,0.4,0.74,0.26,0.0,0.0,0.0,0.08,0.0,line-up,austria 2020,24.0,3.0,Konrad Laimer,Konrad Laimer,RB Leipzig,Bundesliga
286,F,6.9,27.0,0.48,46.0,0.22,0.0,0.1,83.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.08,0.0,called-up,italy 2020,30.0,4.0,Giacomo Raspadori,Giacomo Raspadori,Sassuolo,Serie A
287,M,7.15,43.0,0.98,83.77,0.09,0.14,0.87,86.21,0.0,0.47,1.57,1.55,0.0,0.0,0.0,0.5,0.0,called-up,netherlands 2020,33.0,14.0,Ryan Gravenberch,Ryan Gravenberch,Ajax,Eredivisie
288,F,7.11,35.0,0.97,79.0,0.46,0.2,0.7,68.0,0.0,0.7,0.9,0.1,0.0,0.0,0.0,0.17,0.0,called-up,germany 2020,30.0,6.0,Kevin Volland,Kevin Volland,Monaco,Ligue 1
289,F,7.0,27.0,0.89,75.96,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,called-up,czech republic 2020,3.0,31.0,Tomáš Pekhart,Tomas Pekhart,Legia Warszawa,PKO BP Ekstraklasa
290,F,7.15,26.0,0.92,73.23,0.31,0.15,0.3,73.19,0.0,0.59,0.99,0.39,0.0,0.0,0.0,0.0,0.0,called-up,netherlands 2020,,14.0,Cody Gakpo,Cody Gakpo,PSV Eindhoven,Eredivisie
291,M,7.42,33.0,1.0,85.55,0.09,0.18,1.12,83.64,0.0,0.7,1.64,1.73,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,35.0,3.0,Maximilian Arnold,Maximilian Arnold,VfL Wolfsburg,Bundesliga
292,M,6.87,18.0,0.28,33.17,0.0,0.06,0.58,67.5,0.0,0.08,0.83,0.58,0.0,0.0,0.0,0.0,0.0,not-called-up,austria 2020,27.0,3.0,Nicolas Seiwald,Nicolas Seiwald,RB Salzburg,Bundesliga
293,F,7.06,43.0,0.77,71.67,0.23,0.3,0.47,84.79,0.0,0.53,0.3,0.43,0.0,0.0,0.0,0.0,0.0,not-called-up,france 2020,38.0,3.0,Moussa Diaby,Moussa Diaby,B. Leverkusen,Bundesliga
294,M,7.01,24.0,0.71,63.08,0.12,0.04,0.76,86.71,0.0,0.45,2.4,0.75,0.0,0.0,0.0,0.0,0.0,not-called-up,austria 2020,2.4,3.0,Julian Baumgartlinger,Julian Baumgartlinger,B. Leverkusen,Bundesliga
295,M,6.95,39.0,0.72,64.08,0.13,0.23,0.93,86.0,0.0,0.28,0.41,0.43,0.0,0.0,0.0,0.33,0.0,not-called-up,germany 2020,16.0,3.0,Nadiem Amiri,Nadiem Amiri,B. Leverkusen,Bundesliga
296,M,6.8,40.0,0.35,39.25,0.17,0.03,0.62,84.4,0.0,0.64,0.97,0.5,0.0,0.0,0.0,0.33,0.0,not-called-up,germany 2020,45.0,3.0,Jamal Musiala,Jamal Musiala,Bayern Munich,Bundesliga
297,M,7.0,24.0,0.75,68.0,0.12,0.04,0.8,78.0,0.0,0.5,1.5,1.7,0.0,0.0,0.0,0.0,0.0,not-called-up,croatia 2020,0.4,150.0,Nikola Moro,Nikola Moro,Dynamo Moscow,Premier Liga
298,F,6.83,33.0,0.52,47.27,0.21,0.06,0.72,78.09,0.0,0.35,0.58,0.3,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,7.5,150.0,Maximilian Philipp,Philipp Max,Dynamo Moscow,Premier Liga
299,M,7.34,43.0,0.91,70.95,0.21,0.28,0.98,84.44,0.0,0.76,1.37,0.44,0.0,0.0,0.0,0.0,0.0,not-called-up,croatia 2020,9.0,22.0,Lovro Majer,Lovro Majer,Dinamo Zagreb,SuperSport HNL
300,M,7.0,33.0,1.0,90.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,1.6,13.0,Lukáš Kalvach,Lukas Kalvach,Viktoria Plzen,Fortuna Liga
301,M,7.0,26.0,0.88,78.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,0.7000000000000001,13.0,Pavel Bucha,Pavel Bucha,Viktoria Plzen,Fortuna Liga
302,D,7.0,17.0,0.76,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,0.2,13.0,Simon Gabriel,Simon Gabriel,Viktoria Plzen,Fortuna Liga
303,D,7.0,26.0,0.96,87.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,0.75,13.0,Milan Havel,Milan Havel,Viktoria Plzen,Fortuna Liga
304,M,6.94,34.0,0.94,83.68,0.06,0.03,0.41,22.79,0.0,0.09,0.41,0.35,0.0,0.0,0.0,0.27,0.0,not-called-up,czech republic 2020,2.3,13.0,David Pavelka,David Pavelka,Sparta Prague,Fortuna Liga
305,M,6.96,14.0,0.93,77.93,0.29,0.0,0.29,4.79,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,1.0,13.0,Tomáš Wiesner,Tomas Wiesner,Sparta Prague,Fortuna Liga
306,M,6.94,28.0,0.29,31.29,0.11,0.04,0.07,13.04,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,14.0,13.0,Adam Karabec,Adam Karabec,Sparta Prague,Fortuna Liga
307,F,6.95,37.0,0.78,65.19,0.46,0.05,0.05,19.19,0.0,0.08,0.27,0.05,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,17.0,13.0,Jan Kuchta,Jan Kuchta,Slavia Prague,Fortuna Liga
308,F,7.01,28.0,0.86,78.5,0.43,0.18,0.37,71.21,0.0,0.37,0.5,0.28,0.0,0.0,0.0,0.0,0.0,not-called-up,england 2020,24.0,1.0,Callum Wilson,Callum Wilson,Newcastle,Premier League
309,D,6.95,25.0,0.76,63.04,0.08,0.0,0.04,6.24,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,0.9,13.0,Ondrej Karafiat,Ondrej Karafiat,Slavia Prague,Fortuna Liga
310,M,6.98,31.0,0.84,76.16,0.19,0.03,0.16,15.94,0.0,0.1,0.42,0.26,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,2.5,14.0,Michal Sadílek,Michal Sadilek,PSV Eindhoven,Eredivisie
311,M,6.91,26.0,0.65,54.08,0.12,0.08,0.49,79.38,0.0,0.54,0.48,0.38,0.0,0.0,0.0,0.17,0.0,not-called-up,netherlands 2020,12.0,14.0,Mohamed Ihattaren,Mohamed Ihattaren,PSV Eindhoven,Eredivisie
312,F,6.89,30.0,0.23,34.0,0.27,0.03,0.38,81.1,0.0,0.37,0.57,0.29,0.0,0.0,0.0,0.17,0.0,not-called-up,austria 2020,1.3,3.0,Yusuf Demir,Yusuf Demir,Rapid Vienna,Bundesliga
313,F,7.15,40.0,0.88,76.45,0.47,0.12,0.74,56.55,0.0,0.84,0.47,0.28,0.0,0.0,0.0,0.08,0.0,not-called-up,austria 2020,5.0,3.0,Ercan Kara,Ercan Kara,Rapid Vienna,Bundesliga
314,M,7.0,29.0,0.9,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,0.8,13.0,Tomáš Solil,Tomas Solil,Pardubice,Fortuna Liga
315,F,6.77,28.0,0.29,39.0,0.07,0.0,0.2,61.0,0.0,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,0.7000000000000001,43.0,Filip Kasalica,Filip Kasa,Radnicki Nis,Super liga Srbije
316,M,7.0,32.0,0.91,79.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,0.6,13.0,Radim Breite,Radim Breite,Sigma Olomouc,Fortuna Liga
317,F,6.7,18.0,0.33,34.83,0.11,0.11,0.25,69.22,0.0,0.31,0.33,0.42,0.0,0.0,0.0,0.18,0.0,not-called-up,denmark 2020,13.0,3.0,Jacob Bruun Larsen,Jacob Bruun Larsen,TSG Hoffenheim,Bundesliga
318,M,7.0,27.0,0.74,63.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,6.0,13.0,Daniel Holzer,Daniel Holzer,Banik Ostrava,Fortuna Liga
319,D,7.0,30.0,1.0,90.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,not-called-up,czech republic 2020,4.0,13.0,Patrizio Stronati,Patrizio Stronati,Banik Ostrava,Fortuna Liga
320,M,6.89,25.0,0.92,74.44,0.16,0.04,0.0,20.72,0.0,0.0,0.11,0.08,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,2.4,27.0,Jaromír Zmrhal,Jaromir Zmrhal,Brescia,Serie B
321,F,6.65,31.0,0.81,67.74,0.1,0.16,0.58,73.9,0.0,0.29,0.58,0.58,0.0,0.0,0.0,0.09,0.0,not-called-up,denmark 2020,5.0,3.0,Marcus Ingvartsen,Marcus Ingvartsen,Union Berlin,Bundesliga
322,M,7.0,6.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,0.5,94.0,Jáchym Šíp,Jachym Sip,Olomouc B,Fortuna Narodni liga
323,M,6.85,27.0,0.59,52.33,0.0,0.11,0.22,15.93,0.0,0.04,0.07,0.07,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,0.9,31.0,Jan Sýkora,Jan Sykora,Lech Poznan,PKO BP Ekstraklasa
324,F,6.88,28.0,0.57,52.0,0.18,0.07,0.3,84.0,0.0,0.7,0.7,0.4,0.0,0.0,0.0,0.0,0.0,not-called-up,denmark 2020,4.5,19.0,Mohamed Daramy,Mohamed Daramy,FC Copenhagen,Superliga
325,M,7.11,28.0,0.96,80.0,0.14,0.18,1.5,87.0,0.0,0.6,1.7,0.9,0.0,0.0,0.0,0.18,0.0,not-called-up,denmark 2020,2.5,19.0,Rasmus Falk Jensen,Rasmus Falk,FC Copenhagen,Superliga
326,M,7.01,23.0,0.78,67.0,0.22,0.13,0.6,75.0,0.0,0.3,1.7,1.2,0.0,0.0,0.0,0.0,0.0,not-called-up,denmark 2020,8.0,19.0,Jens Stage,Jens Stage,FC Copenhagen,Superliga
327,F,7.01,37.0,0.89,76.3,0.24,0.14,0.7,77.51,0.0,0.63,0.37,0.36,0.0,0.0,0.0,0.0,0.0,not-called-up,denmark 2020,6.5,19.0,Anders Dreyer,Anders Dreyer,FC Midtjylland,Superliga
328,M,7.27,28.0,1.0,89.0,0.0,0.04,0.6,76.0,0.0,0.3,2.0,2.9,0.0,0.0,0.0,0.09,0.0,not-called-up,denmark 2020,4.0,150.0,Oliver Abildgaard,Oliver Abildgaard,Rubin Kazan,Premier Liga
329,F,7.17,33.0,0.88,76.0,0.45,0.21,0.2,78.0,0.0,0.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0,not-called-up,netherlands 2020,15.0,1.0,Arnaut Danjuma,Arnaut Danjuma,Bournemouth,Premier League
330,F,7.06,32.0,1.0,82.0,0.59,0.16,0.3,64.0,0.0,0.6,0.7,0.3,0.0,0.0,0.0,0.0,0.0,not-called-up,denmark 2020,2.5,19.0,Mikael Uhre,Mikael Uhre,Bröndby IF,Superliga
331,M,7.19,34.0,0.82,74.0,0.15,0.09,0.4,76.0,0.0,0.4,0.9,1.3,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,12.0,4.0,Federico Dimarco,Federico Dimarco,Inter,Serie A
332,F,6.72,41.0,0.49,46.44,0.1,0.02,0.33,62.85,0.0,0.33,0.33,0.09,0.0,0.0,0.0,0.0,0.0,not-called-up,denmark 2020,2.0,,Emil Riis Jacobsen,Emil Riis,without team,
333,M,6.87,9.0,0.78,56.0,0.22,0.0,0.71,63.11,0.0,0.53,0.44,0.36,0.0,0.0,0.0,0.0,0.0,not-called-up,austria 2020,4.2,3.0,Florian Kainz,Florian Kainz,1.FC Köln,Bundesliga
334,M,6.93,30.0,0.77,65.4,0.07,0.07,1.36,85.5,0.0,0.59,1.65,0.86,0.0,0.0,0.0,0.33,0.0,not-called-up,germany 2020,19.0,3.0,Mahmoud Dahoud,Mahmoud Dahoud,Bor. Dortmund,Bundesliga
335,M,6.74,26.0,0.96,78.46,0.08,0.08,1.35,76.15,0.0,0.5,2.15,0.9,0.0,0.0,0.0,0.17,0.0,not-called-up,germany 2020,20.0,18.0,Suat Serdar,Suat Serdar,FC Schalke 04,2. Bundesliga
336,M,6.75,25.0,0.92,81.0,0.16,0.08,0.6,84.0,0.0,0.4,1.3,0.7,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,21.0,1.0,Davide Zappacosta,Davide Zappacosta,Chelsea,Premier League
337,F,6.93,29.0,0.55,46.72,0.28,0.14,0.23,74.52,0.0,0.3,0.23,0.19,0.0,0.0,0.0,0.27,0.0,not-called-up,england 2020,40.0,1.0,Tammy Abraham,Tammy Abraham,Chelsea,Premier League
338,F,6.82,34.0,0.26,33.12,0.0,0.09,0.48,83.79,0.0,0.22,0.3,0.46,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,28.0,4.0,Federico Bernardeschi,Federico Bernardeschi,Juventus,Serie A
339,F,6.94,26.0,0.5,52.0,0.31,0.08,0.5,66.0,0.0,0.5,0.7,0.3,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,35.0,4.0,Gianluca Scamacca,Gianluca Scamacca,Sassuolo,Serie A
340,M,6.84,48.0,0.67,59.23,0.21,0.08,0.38,85.0,0.0,0.57,0.37,0.17,0.0,0.0,0.0,0.0,0.0,not-called-up,england 2020,50.0,1.0,Mason Greenwood,Mason Greenwood,Man Utd,Premier League
341,M,6.69,25.0,0.88,75.0,0.0,0.0,0.9,89.0,0.0,0.3,1.4,0.7,0.0,0.0,0.0,0.17,0.0,not-called-up,netherlands 2020,2.5,14.0,Leroy Fer,Leroy Fer,Feyenoord,Eredivisie
342,M,6.82,32.0,0.59,49.88,0.0,0.12,0.7,84.41,0.0,0.2,1.23,0.99,0.0,0.0,0.0,0.42,0.0,not-called-up,netherlands 2020,8.0,6.0,Kevin Strootman,Kevin Strootman,Marseille,Ligue 1
343,M,6.68,14.0,0.36,33.0,0.29,0.0,0.11,41.71,0.0,0.15,0.45,0.21,0.0,0.0,0.0,0.0,0.0,not-called-up,netherlands 2020,4.5,150.0,Guus Til,Guus Til,Spartak Moscow,Premier Liga
344,F,7.22,36.0,0.83,69.94,0.47,0.19,0.27,79.61,0.0,1.29,0.76,0.27,0.0,0.0,0.0,0.0,0.0,not-called-up,netherlands 2020,22.0,14.0,Noa Lang,Noa Lang,Ajax,Eredivisie
345,M,6.79,32.0,0.91,85.12,0.34,0.06,0.68,62.97,0.0,0.58,0.68,0.48,0.0,0.0,0.0,0.0,0.0,not-called-up,austria 2020,2.0,144.0,Marco Grüll,Marco Grüll,SV Ried,2. Liga
346,M,6.99,36.0,0.83,66.67,0.31,0.11,0.79,87.56,0.0,0.23,0.74,0.51,0.0,0.0,0.0,0.0,0.0,not-called-up,france 2020,33.0,4.0,Jordan Veretout,Jordan Veretout,AS Roma,Serie A
347,M,6.84,33.0,0.82,67.76,0.09,0.21,0.46,88.06,0.0,0.47,0.62,0.6,0.0,0.0,0.0,0.0,0.0,not-called-up,england 2020,18.0,1.0,Emile Smith Rowe,Emile Smith Rowe,Arsenal,Premier League
348,M,6.85,24.0,0.79,76.0,0.08,0.04,0.7,87.0,0.0,0.3,1.0,0.9,0.0,0.0,0.0,0.0,0.0,not-called-up,france 2020,20.0,1.0,Mattéo Guendouzi,Mattéo Guendouzi,Arsenal,Premier League
349,M,7.3,38.0,0.76,66.53,0.26,0.16,0.84,82.05,0.0,0.46,0.99,0.32,0.0,0.0,0.0,0.0,0.0,not-called-up,england 2020,48.0,25.0,James Maddison,James Maddison,Leicester,Championship
350,M,6.79,31.0,0.94,84.19,0.06,0.06,2.26,80.9,0.0,0.48,2.77,0.94,0.0,0.0,0.0,0.0,0.0,not-called-up,england 2020,15.0,150.0,Conor Gallagher,Conor Gallagher,Chelsea U23,Premier League 2
351,M,7.15,36.0,1.0,85.0,0.06,0.08,1.2,83.0,0.0,0.6,3.5,1.7,0.0,0.0,0.0,0.0,0.0,not-called-up,france 2020,30.0,6.0,Aurélien Tchouaméni,Aurélien Tchouaméni,Monaco,Ligue 1
352,F,7.06,40.0,0.95,86.03,0.4,0.12,0.55,73.35,0.0,0.74,0.76,0.18,0.0,0.0,0.0,0.45,0.0,not-called-up,england 2020,32.0,1.0,Ollie Watkins,Ollie Watkins,Aston Villa,Premier League
353,F,6.97,35.0,0.77,63.86,0.23,0.06,0.71,84.43,0.0,0.6,0.69,0.37,0.0,0.0,0.0,0.36,0.0,not-called-up,denmark 2020,5.5,19.0,Pione Sisto,Pione Sisto,FC Midtjylland,Superliga
354,F,7.15,29.0,0.97,82.0,0.34,0.34,1.0,74.0,0.0,0.8,1.0,0.8,0.0,0.0,0.0,0.09,0.0,not-called-up,denmark 2020,1.5,19.0,Jesper Lindstrøm,Jesper Lindstrøm,Bröndby IF,Superliga
355,F,6.93,27.0,0.63,53.07,0.15,0.11,1.0,77.0,0.0,0.81,1.0,0.48,0.0,0.0,0.0,0.17,0.0,not-called-up,germany 2020,20.0,,Amin Younes,Amin Younes,without team,
356,F,6.97,38.0,0.82,74.74,0.21,0.18,0.85,79.5,0.0,0.93,1.11,0.37,0.0,0.0,0.0,0.17,0.0,not-called-up,germany 2020,35.0,3.0,Florian Wirtz,Florian Wirtz,B. Leverkusen,Bundesliga
357,F,6.96,45.0,0.64,53.78,0.22,0.09,0.93,82.53,0.0,0.49,0.58,0.42,0.0,0.0,0.0,0.08,0.0,not-called-up,italy 2020,20.0,4.0,Matteo Politano,Riccardo Orsolini,Inter,Serie A
358,F,6.54,16.0,0.0,15.0,0.06,0.0,0.0,50.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0,not-called-up,italy 2020,6.0,6.0,Pietro Pellegri,Pietro Pellegri,Monaco,Ligue 1
359,M,6.92,33.0,0.82,73.88,0.36,0.12,0.6,74.03,0.0,0.5,0.68,0.25,0.0,0.0,0.0,0.09,0.0,not-called-up,england 2020,35.0,25.0,Harvey Barnes,Harvey Barnes,Leicester,Championship
360,M,6.93,33.0,1.0,80.0,0.15,0.15,1.1,85.0,0.0,0.8,1.4,0.2,0.0,0.0,0.0,0.08,0.0,not-called-up,france 2020,25.0,2.0,Nabil Fekir,Nabil Fekir,Real Betis,LaLiga
361,M,6.7,45.0,0.69,58.11,0.16,0.16,0.44,80.47,0.0,0.33,0.46,0.22,0.0,0.0,0.0,0.08,0.0,not-called-up,france 2020,30.0,6.0,Jonathan Ikoné,Jonathan Ikoné,LOSC Lille,Ligue 1
362,D,6.58,11.0,0.64,57.0,0.0,0.09,0.5,74.0,0.0,0.2,0.8,0.7,0.0,0.0,0.0,0.15,0.0,not-called-up,italy 2020,10.0,4.0,Luca Pellegrini,Luca Pellegrini,Juventus,Serie A
363,F,7.01,38.0,0.97,81.0,0.45,0.18,0.5,77.0,0.0,0.4,0.6,0.3,0.0,0.0,0.0,0.0,0.0,not-called-up,england 2020,,25.0,Patrick Bamford,Patrick Bamford,Leeds,Championship
364,F,7.25,40.0,0.72,70.3,0.17,0.23,0.44,83.75,0.0,0.65,0.95,0.45,0.0,0.0,0.0,0.0,0.0,not-called-up,france 2020,,3.0,Christopher Nkunku,Christopher Nkunku,RB Leipzig,Bundesliga
365,F,6.92,37.0,0.95,82.0,0.24,0.11,0.5,67.0,0.0,0.7,0.6,0.2,0.0,0.0,0.0,0.0,0.0,not-called-up,france 2020,,6.0,Randal Kolo Muani,Randal Kolo Muani,FC Nantes,Ligue 1
366,F,7.0,31.0,0.74,73.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,,13.0,Martin Doležal,Martin Doležal mfk,FK Jablonec,Fortuna Liga
367,F,7.08,37.0,0.97,85.0,0.49,0.08,0.2,72.0,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,1.0,Lukas Nmecha,Lukas Nmecha,Man City,Premier League
368,F,7.18,24.0,0.96,78.0,0.25,0.25,1.6,84.75,0.0,1.25,1.43,1.1,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,14.0,Mario Götze,Mario Götze,PSV Eindhoven,Eredivisie
369,F,7.19,42.0,0.83,69.76,0.5,0.24,0.37,70.43,0.0,0.74,0.42,0.21,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,3.0,Mergim Berisha,Mergim Berisha,RB Salzburg,Bundesliga
370,F,6.69,15.0,0.13,31.07,0.2,0.0,0.0,75.33,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,3.0,Youssoufa Moukoko,Youssoufa Moukoko,Bor. Dortmund,Bundesliga
371,F,6.94,21.0,0.52,45.52,0.29,0.0,0.64,56.71,0.0,0.23,0.36,0.23,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,3.0,Niclas Füllkrug,Niclas Füllkrug,Werder Bremen,Bundesliga
372,F,7.08,35.0,0.94,74.0,0.14,0.14,0.5,75.0,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,4.0,Mattia Zaccagni,Mattia Zaccagni,Hellas Verona,Serie A
373,F,6.69,26.0,0.12,24.0,0.04,0.15,0.2,76.0,0.0,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,16.0,Wilfried Gnonto,Wilfried Gnonto,FC Zürich,Super League
374,F,6.5,1.0,1.0,65.0,0.0,1.0,2.0,79.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,4.0,Alessio Zerbin,Alessio Zerbin,SSC Napoli,Serie A
375,F,6.84,30.0,0.77,63.0,0.17,0.2,0.9,81.0,0.0,0.6,0.5,0.6,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,27.0,Gianluca Caprari,Gianluca Caprari,Sampdoria,Serie B
376,F,6.9,39.0,0.79,71.9,0.23,0.08,0.39,71.36,0.0,0.68,0.97,0.39,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,1.0,João Pedro,João Pedro,Man City,Premier League
377,M,6.97,32.0,0.88,78.81,0.0,0.03,0.48,75.94,0.0,0.59,1.36,1.52,0.0,0.0,0.0,0.0,0.0,not-called-up,denmark 2020,,4.0,Morten Hjulmand,Morten Hjulmand,Lecce,Serie A
378,M,6.3,1.0,1.0,90.0,0.0,0.0,0.0,89.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,18.0,Josha Vagnoman,Josha Vagnoman,Hamburger SV,2. Bundesliga
379,M,6.99,35.0,0.77,70.6,0.03,0.0,0.84,91.4,0.0,0.5,1.58,1.2,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,,Julian Weigl,Julian Weigl,without team,
380,M,6.9,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,150.0,Felix Nmecha,Felix Nmecha,Man City U23,Premier League 2
381,M,6.97,33.0,0.7,66.36,0.03,0.03,0.73,80.18,0.0,0.43,1.27,2.12,0.0,0.0,0.0,0.0,0.0,not-called-up,germany 2020,,18.0,Anton Stach,Anton Stach,Greuther Fürth,2. Bundesliga
382,M,6.73,30.0,0.47,49.1,0.0,0.03,0.29,83.93,0.0,0.1,0.97,0.87,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,4.0,Mattia De Sciglio,Mattia De Sciglio,Juventus,Serie A
383,M,7.22,31.0,0.84,75.0,0.16,0.13,0.9,85.0,0.0,0.5,1.3,1.0,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,70.0,Salvatore Esposito,Salvatore Esposito,SPAL,Serie C - Girone B
384,M,7.05,39.0,0.77,68.0,0.21,0.05,0.7,81.0,0.0,0.6,1.7,0.6,0.0,0.0,0.0,0.0,0.0,not-called-up,italy 2020,,4.0,Davide Frattesi,Davide Frattesi,Sassuolo,Serie A
385,M,6.71,40.0,0.75,66.78,0.03,0.1,0.28,83.92,0.0,0.18,0.99,0.47,0.0,0.0,0.0,0.0,0.0,not-called-up,netherlands 2020,,3.0,Jeremie Frimpong,Jeremie Frimpong,B. Leverkusen,Bundesliga
386,M,6.86,34.0,0.82,74.0,0.03,0.03,0.6,87.0,0.0,0.6,1.5,2.3,0.0,0.0,0.0,0.0,0.0,not-called-up,netherlands 2020,,4.0,Jerdy Schouten,Jerdy Schouten,Bologna,Serie A
387,M,7.23,8.0,0.5,49.0,0.12,0.0,0.5,93.0,0.0,0.1,1.1,0.6,0.0,0.0,0.0,0.0,0.0,not-called-up,netherlands 2020,,14.0,Jordy Clasie,Jordy Clasie,AZ Alkmaar,Eredivisie
